Binary,Flags,N,M,T,Iterations,Section,Cycles,Performance
no_opt,-ftree-no-vectorize,0,6,0,100,update_emission,9022,0.15875908603610622
no_opt,-ftree-no-vectorize,0,6,1,100,baum_welch,9359,0.02816699410627377
no_opt,-ftree-no-vectorize,0,6,1,100,forward_vars,9730,0.1592824759764212
no_opt,-ftree-no-vectorize,0,6,1,100,backward_vars,9781,0.5416317168513841
no_opt,-ftree-no-vectorize,0,6,1,100,update_initial,9843,0.7543185291365443
no_opt,-ftree-no-vectorize,0,6,1,100,update_transition,9887,0.9144634713432164
no_opt,-ftree-no-vectorize,0,6,1,100,update_emission,9436,0.9504001111979634
no_opt,-ftree-no-vectorize,0,8,0,100,baum_welch,9352,0.9692868478385152
no_opt,-ftree-no-vectorize,0,8,0,100,forward_vars,9147,0.8439640330739805
no_opt,-ftree-no-vectorize,0,8,0,100,backward_vars,9292,0.45843310228683987
no_opt,-ftree-no-vectorize,0,8,0,100,update_initial,9909,0.03145958911082103
no_opt,-ftree-no-vectorize,0,8,0,100,update_transition,9513,0.018011150106364004
no_opt,-ftree-no-vectorize,0,8,0,100,update_emission,9594,0.5449264787419923
no_opt,-ftree-no-vectorize,0,8,1,100,baum_welch,9122,0.36013361140560984
no_opt,-ftree-no-vectorize,0,8,1,100,forward_vars,9789,0.09575121819697274
no_opt,-ftree-no-vectorize,0,8,1,100,backward_vars,9664,0.36010059543843687
no_opt,-ftree-no-vectorize,0,8,1,100,update_initial,9055,0.08321749833674896
no_opt,-ftree-no-vectorize,0,8,1,100,update_transition,9514,0.17848304777635127
no_opt,-ftree-no-vectorize,0,8,1,100,update_emission,9238,0.3859490321703093
no_opt,-ftree-no-vectorize,1,0,0,100,baum_welch,9068,0.6016634538618172
no_opt,-ftree-no-vectorize,1,0,0,100,forward_vars,9837,0.739778375605547
no_opt,-ftree-no-vectorize,1,0,0,100,backward_vars,9578,0.9081687792694483
no_opt,-ftree-no-vectorize,1,0,0,100,update_initial,9705,0.8358776208036685
no_opt,-ftree-no-vectorize,1,0,0,100,update_transition,9668,0.4564278569842003
no_opt,-ftree-no-vectorize,1,0,0,100,update_emission,9312,0.12679940215292362
no_opt,-ftree-no-vectorize,1,0,1,100,baum_welch,9346,0.014410091818152782
no_opt,-ftree-no-vectorize,1,0,1,100,forward_vars,9691,0.10680935104284928
no_opt,-ftree-no-vectorize,1,0,1,100,backward_vars,9874,0.23286010320926198
no_opt,-ftree-no-vectorize,1,0,1,100,update_initial,9518,0.3450263722146626
no_opt,-ftree-no-vectorize,1,0,1,100,update_transition,9893,0.9750069092055267
no_opt,-ftree-no-vectorize,1,0,1,100,update_emission,9606,0.5382851102162625
no_opt,-ftree-no-vectorize,1,2,0,100,baum_welch,9770,0.11390957729962803
no_opt,-ftree-no-vectorize,1,2,0,100,forward_vars,9800,0.7418524834031661
no_opt,-ftree-no-vectorize,1,2,0,100,backward_vars,9341,0.19586923788397448
no_opt,-ftree-no-vectorize,1,2,0,100,update_initial,9088,0.3197291272076862
no_opt,-ftree-no-vectorize,1,2,0,100,update_transition,9931,0.9786065859962849
no_opt,-ftree-no-vectorize,1,2,0,100,update_emission,9252,0.8015956785188948
no_opt,-ftree-no-vectorize,1,2,1,100,baum_welch,9764,0.6669966150010342
no_opt,-ftree-no-vectorize,1,2,1,100,forward_vars,9900,0.12064432499295463
no_opt,-ftree-no-vectorize,1,2,1,100,backward_vars,9213,0.5835232641434256
no_opt,-ftree-no-vectorize,1,2,1,100,update_initial,9985,0.32685970860916136
no_opt,-ftree-no-vectorize,1,2,1,100,update_transition,9928,0.49355582035732903
no_opt,-ftree-no-vectorize,1,2,1,100,update_emission,9528,0.5339404963488117
no_opt,-ftree-no-vectorize,1,4,0,100,baum_welch,9150,0.9198268850188551
no_opt,-ftree-no-vectorize,1,4,0,100,forward_vars,9560,0.6440735769487513
no_opt,-ftree-no-vectorize,1,4,0,100,backward_vars,9126,0.47693962113308486
no_opt,-ftree-no-vectorize,1,4,0,100,update_initial,9993,0.6896312324701738
no_opt,-ftree-no-vectorize,1,4,0,100,update_transition,9858,0.10418251613458196
no_opt,-ftree-no-vectorize,1,4,0,100,update_emission,9447,0.26660901260664693
no_opt,-ftree-no-vectorize,1,4,1,100,baum_welch,9547,0.5373014266236298
no_opt,-ftree-no-vectorize,1,4,1,100,forward_vars,9630,0.3280890881776958
no_opt,-ftree-no-vectorize,1,4,1,100,backward_vars,9230,0.29498379163201094
no_opt,-ftree-no-vectorize,1,4,1,100,update_initial,9969,0.6656261703719747
no_opt,-ftree-no-vectorize,1,4,1,100,update_transition,9030,0.9481203764814473
no_opt,-ftree-no-vectorize,1,4,1,100,update_emission,9959,0.024786598876150534
no_opt,-ftree-no-vectorize,1,6,0,100,baum_welch,9132,0.4369617842299889
no_opt,-ftree-no-vectorize,1,6,0,100,forward_vars,9689,0.9928684916077756
no_opt,-ftree-no-vectorize,1,6,0,100,backward_vars,9061,0.05384229607233215
no_opt,-ftree-no-vectorize,1,6,0,100,update_initial,9432,0.7065613480100271
no_opt,-ftree-no-vectorize,1,6,0,100,update_transition,9361,0.5773873808227242
no_opt,-ftree-no-vectorize,1,6,0,100,update_emission,9624,0.3829396277870126
no_opt,-ftree-no-vectorize,1,6,1,100,baum_welch,9181,0.6793714576190942
no_opt,-ftree-no-vectorize,1,6,1,100,forward_vars,9473,0.2739548993863956
no_opt,-ftree-no-vectorize,1,6,1,100,backward_vars,9871,0.8958946721278176
no_opt,-ftree-no-vectorize,1,6,1,100,update_initial,9264,0.6972522623817131
no_opt,-ftree-no-vectorize,1,6,1,100,update_transition,9459,0.30647859621426643
no_opt,-ftree-no-vectorize,1,6,1,100,update_emission,9846,0.22113254803390492
no_opt,-ftree-no-vectorize,1,8,0,100,baum_welch,9636,0.8101125337918652
no_opt,-ftree-no-vectorize,1,8,0,100,forward_vars,9429,0.007612248385920339
no_opt,-ftree-no-vectorize,1,8,0,100,backward_vars,9218,0.8023126535377613
no_opt,-ftree-no-vectorize,1,8,0,100,update_initial,9262,0.6624912636925052
no_opt,-ftree-no-vectorize,1,8,0,100,update_transition,9264,0.7323741705399949
no_opt,-ftree-no-vectorize,1,8,0,100,update_emission,9768,0.41807626430973643
no_opt,-ftree-no-vectorize,1,8,1,100,baum_welch,9351,0.09689303462203813
no_opt,-ftree-no-vectorize,1,8,1,100,forward_vars,9168,0.2909290063586718
no_opt,-ftree-no-vectorize,1,8,1,100,backward_vars,9374,0.26421910264582504
no_opt,-ftree-no-vectorize,1,8,1,100,update_initial,9610,0.9573199756135482
no_opt,-ftree-no-vectorize,1,8,1,100,update_transition,9568,0.3821650449376277
no_opt,-ftree-no-vectorize,1,8,1,100,update_emission,9725,0.15386338286899948
no_opt,-ftree-no-vectorize,2,0,0,100,baum_welch,9978,0.42943254783499296
no_opt,-ftree-no-vectorize,2,0,0,100,forward_vars,9705,0.4962870638557819
no_opt,-ftree-no-vectorize,2,0,0,100,backward_vars,9872,0.5414512650620139
no_opt,-ftree-no-vectorize,2,0,0,100,update_initial,9542,0.3393561988727999
no_opt,-ftree-no-vectorize,2,0,0,100,update_transition,9891,0.0008010224756468398
no_opt,-ftree-no-vectorize,2,0,0,100,update_emission,9901,0.5391174618412835
no_opt,-ftree-no-vectorize,2,0,1,100,baum_welch,9627,0.03757631066859013
no_opt,-ftree-no-vectorize,2,0,1,100,forward_vars,9060,0.1391769780847707
no_opt,-ftree-no-vectorize,2,0,1,100,backward_vars,9299,0.25557766695887363
no_opt,-ftree-no-vectorize,2,0,1,100,update_initial,9964,0.9599115758509668
no_opt,-ftree-no-vectorize,2,0,1,100,update_transition,9425,0.0061742299764251385
no_opt,-ftree-no-vectorize,2,0,1,100,update_emission,9161,0.7844846710658835
no_opt,-ftree-no-vectorize,2,2,0,100,baum_welch,9483,0.3991636605517498
no_opt,-ftree-no-vectorize,2,2,0,100,forward_vars,9222,0.4807433447156183
no_opt,-ftree-no-vectorize,2,2,0,100,backward_vars,9324,0.19609228750899854
no_opt,-ftree-no-vectorize,2,2,0,100,update_initial,9209,0.9716704283265877
no_opt,-ftree-no-vectorize,2,2,0,100,update_transition,9798,0.9825695463679751
no_opt,-ftree-no-vectorize,2,2,0,100,update_emission,9276,0.20501765315077902
no_opt,-ftree-no-vectorize,2,2,1,100,baum_welch,9086,0.8436985672328121
no_opt,-ftree-no-vectorize,2,2,1,100,forward_vars,9474,0.7359247217043584
no_opt,-ftree-no-vectorize,2,2,1,100,backward_vars,9341,0.576037516579575
no_opt,-ftree-no-vectorize,2,2,1,100,update_initial,9353,0.7765665506130255
no_opt,-ftree-no-vectorize,2,2,1,100,update_transition,9026,0.851811002406702
no_opt,-ftree-no-vectorize,2,2,1,100,update_emission,9582,0.6974189426275381
no_opt,-ftree-no-vectorize,2,4,0,100,baum_welch,9988,0.12762997942286924
no_opt,-ftree-no-vectorize,2,4,0,100,forward_vars,9373,0.45033846327888005
no_opt,-ftree-no-vectorize,2,4,0,100,backward_vars,9919,0.5065797821047293
no_opt,-ftree-no-vectorize,2,4,0,100,update_initial,9294,0.8978338965950442
no_opt,-ftree-no-vectorize,2,4,0,100,update_transition,9477,0.12220982286448445
no_opt,-ftree-no-vectorize,2,4,0,100,update_emission,9966,0.2561736140318358
no_opt,-ftree-no-vectorize,2,4,1,100,baum_welch,9212,0.7530874900009766
no_opt,-ftree-no-vectorize,2,4,1,100,forward_vars,9923,0.641616291694718
no_opt,-ftree-no-vectorize,2,4,1,100,backward_vars,9164,0.22546634765576723
no_opt,-ftree-no-vectorize,2,4,1,100,update_initial,9171,0.5591608919662349
no_opt,-ftree-no-vectorize,2,4,1,100,update_transition,9233,0.6133257620495957
no_opt,-ftree-no-vectorize,2,4,1,100,update_emission,9227,0.2144893378012196
no_opt,-ftree-no-vectorize,2,6,0,100,baum_welch,9929,0.6865622101173413
no_opt,-ftree-no-vectorize,2,6,0,100,forward_vars,9436,0.5526525699732329
no_opt,-ftree-no-vectorize,2,6,0,100,backward_vars,9690,0.09372843964716526
no_opt,-ftree-no-vectorize,2,6,0,100,update_initial,9324,0.9773683075663857
no_opt,-ftree-no-vectorize,2,6,0,100,update_transition,9383,0.5068865257837852
no_opt,-ftree-no-vectorize,2,6,0,100,update_emission,9977,0.7400851098011991
no_opt,-ftree-no-vectorize,2,6,1,100,baum_welch,9580,0.6611882338348809
no_opt,-ftree-no-vectorize,2,6,1,100,forward_vars,9143,0.16806383620505416
no_opt,-ftree-no-vectorize,2,6,1,100,backward_vars,9237,0.5022687583195667
no_opt,-ftree-no-vectorize,2,6,1,100,update_initial,9948,0.5245867119037038
no_opt,-ftree-no-vectorize,2,6,1,100,update_transition,9993,0.3117040108618354
no_opt,-ftree-no-vectorize,2,6,1,100,update_emission,9634,0.14919901287380954
no_opt,-ftree-no-vectorize,2,8,0,100,baum_welch,9762,0.7512881192684141
no_opt,-ftree-no-vectorize,2,8,0,100,forward_vars,9654,0.16442060292587213
no_opt,-ftree-no-vectorize,2,8,0,100,backward_vars,9025,0.5510329040194285
no_opt,-ftree-no-vectorize,2,8,0,100,update_initial,9751,0.27315114144885033
no_opt,-ftree-no-vectorize,2,8,0,100,update_transition,9921,0.19108193299234433
no_opt,-ftree-no-vectorize,2,8,0,100,update_emission,9638,0.42416277385807066
no_opt,-ftree-no-vectorize,2,8,1,100,baum_welch,9016,0.3467879208510857
no_opt,-ftree-no-vectorize,2,8,1,100,forward_vars,9617,0.9799520656703932
no_opt,-ftree-no-vectorize,2,8,1,100,backward_vars,9689,0.08385913644606158
no_opt,-ftree-no-vectorize,2,8,1,100,update_initial,9389,0.9025601889586252
no_opt,-ftree-no-vectorize,2,8,1,100,update_transition,9603,0.9512345897297904
no_opt,-ftree-no-vectorize,2,8,1,100,update_emission,9583,0.010080178176849808
no_opt,-ftree-no-vectorize,3,0,0,100,baum_welch,9994,0.7581766659217964
no_opt,-ftree-no-vectorize,3,0,0,100,forward_vars,9662,0.9228564721699668
no_opt,-ftree-no-vectorize,3,0,0,100,backward_vars,9057,0.38786557780076425
no_opt,-ftree-no-vectorize,3,0,0,100,update_initial,9358,0.6840744606029395
no_opt,-ftree-no-vectorize,3,0,0,100,update_transition,9057,0.8681961370459482
no_opt,-ftree-no-vectorize,3,0,0,100,update_emission,9023,0.3535685722107158
no_opt,-ftree-no-vectorize,3,0,1,100,baum_welch,9844,0.8821510754715618
no_opt,-ftree-no-vectorize,3,0,1,100,forward_vars,9134,0.05291986971025142
no_opt,-ftree-no-vectorize,3,0,1,100,backward_vars,9717,0.4856875889818588
no_opt,-ftree-no-vectorize,3,0,1,100,update_initial,9432,0.5774261029980691
no_opt,-ftree-no-vectorize,3,0,1,100,update_transition,9511,0.21171044081115165
no_opt,-ftree-no-vectorize,3,0,1,100,update_emission,9890,0.8226242784584517
no_opt,-ftree-no-vectorize,3,2,0,100,baum_welch,9814,0.20264206422062403
no_opt,-ftree-no-vectorize,3,2,0,100,forward_vars,9218,0.164100130368263
no_opt,-ftree-no-vectorize,3,2,0,100,backward_vars,9182,0.8585714845102044
no_opt,-ftree-no-vectorize,3,2,0,100,update_initial,9018,0.4207247093676215
no_opt,-ftree-no-vectorize,3,2,0,100,update_transition,9393,0.6112988252837267
no_opt,-ftree-no-vectorize,3,2,0,100,update_emission,9500,0.935741660433923
no_opt,-ftree-no-vectorize,3,2,1,100,baum_welch,9076,0.9476355643378566
no_opt,-ftree-no-vectorize,3,2,1,100,forward_vars,9200,0.5682818248324488
no_opt,-ftree-no-vectorize,3,2,1,100,backward_vars,9942,0.4190348988496755
no_opt,-ftree-no-vectorize,3,2,1,100,update_initial,9762,0.3440071951095087
no_opt,-ftree-no-vectorize,3,2,1,100,update_transition,9737,0.002276481329253066
no_opt,-ftree-no-vectorize,3,2,1,100,update_emission,9795,0.6662214995655651
no_opt,-ftree-no-vectorize,3,4,0,100,baum_welch,9906,0.18473067749267047
no_opt,-ftree-no-vectorize,3,4,0,100,forward_vars,9637,0.6816968527568685
no_opt,-ftree-no-vectorize,3,4,0,100,backward_vars,9275,0.2833971288255446
no_opt,-ftree-no-vectorize,3,4,0,100,update_initial,9026,0.2905424160884653
no_opt,-ftree-no-vectorize,3,4,0,100,update_transition,9368,0.8387754096733796
no_opt,-ftree-no-vectorize,3,4,0,100,update_emission,9254,0.1124362403240281
no_opt,-ftree-no-vectorize,3,4,1,100,baum_welch,9117,0.2205911760453515
no_opt,-ftree-no-vectorize,3,4,1,100,forward_vars,9459,0.5313652798534867
no_opt,-ftree-no-vectorize,3,4,1,100,backward_vars,9748,0.5436298706410415
no_opt,-ftree-no-vectorize,3,4,1,100,update_initial,9723,0.9277787391833879
no_opt,-ftree-no-vectorize,3,4,1,100,update_transition,9425,0.41247929007034123
no_opt,-ftree-no-vectorize,3,4,1,100,update_emission,9233,0.4334849445279839
no_opt,-ftree-no-vectorize,3,6,0,100,baum_welch,9617,0.7253731532558285
no_opt,-ftree-no-vectorize,3,6,0,100,forward_vars,9527,0.1385981049034023
no_opt,-ftree-no-vectorize,3,6,0,100,backward_vars,9024,0.33520376231510196
no_opt,-ftree-no-vectorize,3,6,0,100,update_initial,9352,0.14239690204101185
no_opt,-ftree-no-vectorize,3,6,0,100,update_transition,9929,0.8146688904365298
no_opt,-ftree-no-vectorize,3,6,0,100,update_emission,9134,0.9958859024664044
no_opt,-ftree-no-vectorize,3,6,1,100,baum_welch,9344,0.8318730340012664
no_opt,-ftree-no-vectorize,3,6,1,100,forward_vars,9112,0.31183436291507116
no_opt,-ftree-no-vectorize,3,6,1,100,backward_vars,9457,0.5981492650531379
no_opt,-ftree-no-vectorize,3,6,1,100,update_initial,9418,0.29342700947218137
no_opt,-ftree-no-vectorize,3,6,1,100,update_transition,9416,0.37513690939667854
no_opt,-ftree-no-vectorize,3,6,1,100,update_emission,9159,0.386717137717981
no_opt,-ftree-no-vectorize,3,8,0,100,baum_welch,9178,0.8490541878187905
no_opt,-ftree-no-vectorize,3,8,0,100,forward_vars,9557,0.3789135974368536
no_opt,-ftree-no-vectorize,3,8,0,100,backward_vars,9905,0.4585131349624558
no_opt,-ftree-no-vectorize,3,8,0,100,update_initial,9213,0.023826840029551377
no_opt,-ftree-no-vectorize,3,8,0,100,update_transition,9535,0.9806556566786925
no_opt,-ftree-no-vectorize,3,8,0,100,update_emission,9378,0.6347617772837857
no_opt,-ftree-no-vectorize,3,8,1,100,baum_welch,9109,0.45851461003061
no_opt,-ftree-no-vectorize,3,8,1,100,forward_vars,9769,0.3903854585627411
no_opt,-ftree-no-vectorize,3,8,1,100,backward_vars,9975,0.5432310644198679
no_opt,-ftree-no-vectorize,3,8,1,100,update_initial,9428,0.9990101321162912
no_opt,-ftree-no-vectorize,3,8,1,100,update_transition,9397,0.7311488607204677
no_opt,-ftree-no-vectorize,3,8,1,100,update_emission,9993,0.7321672748198277
no_opt,-ftree-no-vectorize,4,0,0,100,baum_welch,9361,0.7285189378084032
no_opt,-ftree-no-vectorize,4,0,0,100,forward_vars,9805,0.5694648336075326
no_opt,-ftree-no-vectorize,4,0,0,100,backward_vars,9656,0.19406798522145352
no_opt,-ftree-no-vectorize,4,0,0,100,update_initial,9372,0.9724497480111279
no_opt,-ftree-no-vectorize,4,0,0,100,update_transition,9000,0.0014600570142649927
no_opt,-ftree-no-vectorize,4,0,0,100,update_emission,9599,0.08225725361807856
no_opt,-ftree-no-vectorize,4,0,1,100,baum_welch,9518,0.009782337651321193
no_opt,-ftree-no-vectorize,4,0,1,100,forward_vars,9734,0.5219718536290059
no_opt,-ftree-no-vectorize,4,0,1,100,backward_vars,9635,0.5002892334008816
no_opt,-ftree-no-vectorize,4,0,1,100,update_initial,9148,0.1652511800692964
no_opt,-ftree-no-vectorize,4,0,1,100,update_transition,9041,0.6260921956185551
no_opt,-ftree-no-vectorize,4,0,1,100,update_emission,9737,0.4452677823201656
no_opt,-ftree-no-vectorize,4,2,0,100,baum_welch,9546,0.3805558974993063
no_opt,-ftree-no-vectorize,4,2,0,100,forward_vars,9233,0.6810821733153327
no_opt,-ftree-no-vectorize,4,2,0,100,backward_vars,9051,0.4484781691569274
no_opt,-ftree-no-vectorize,4,2,0,100,update_initial,9546,0.634674913700964
no_opt,-ftree-no-vectorize,4,2,0,100,update_transition,9527,0.6973795146409302
no_opt,-ftree-no-vectorize,4,2,0,100,update_emission,9516,0.2941825784946632
no_opt,-ftree-no-vectorize,4,2,1,100,baum_welch,9293,0.4974462834334259
no_opt,-ftree-no-vectorize,4,2,1,100,forward_vars,9014,0.24972094693009783
no_opt,-ftree-no-vectorize,4,2,1,100,backward_vars,9929,0.6639997322199978
no_opt,-ftree-no-vectorize,4,2,1,100,update_initial,9645,0.16671988755170786
no_opt,-ftree-no-vectorize,4,2,1,100,update_transition,9057,0.7329929822002351
no_opt,-ftree-no-vectorize,4,2,1,100,update_emission,9408,0.8383217511201424
no_opt,-ftree-no-vectorize,4,4,0,100,baum_welch,9421,0.6051434261230446
no_opt,-ftree-no-vectorize,4,4,0,100,forward_vars,9218,0.11300345915185706
no_opt,-ftree-no-vectorize,4,4,0,100,backward_vars,9159,0.7304614150586284
no_opt,-ftree-no-vectorize,4,4,0,100,update_initial,9700,0.5126585130595168
no_opt,-ftree-no-vectorize,4,4,0,100,update_transition,9348,0.420279493256974
no_opt,-ftree-no-vectorize,4,4,0,100,update_emission,9394,0.6561655022110889
no_opt,-ftree-no-vectorize,4,4,1,100,baum_welch,9905,0.26231897716040387
no_opt,-ftree-no-vectorize,4,4,1,100,forward_vars,9886,0.3101443536276305
no_opt,-ftree-no-vectorize,4,4,1,100,backward_vars,9862,0.626912145082311
no_opt,-ftree-no-vectorize,4,4,1,100,update_initial,9811,0.04927682611378892
no_opt,-ftree-no-vectorize,4,4,1,100,update_transition,9833,0.4834976985548364
no_opt,-ftree-no-vectorize,4,4,1,100,update_emission,9172,0.6301408433899686
no_opt,-ftree-no-vectorize,4,6,0,100,baum_welch,9719,0.9673812294109534
no_opt,-ftree-no-vectorize,4,6,0,100,forward_vars,9713,0.8880466081587095
no_opt,-ftree-no-vectorize,4,6,0,100,backward_vars,9056,0.9017140779355672
no_opt,-ftree-no-vectorize,4,6,0,100,update_initial,9079,0.36506148892579926
no_opt,-ftree-no-vectorize,4,6,0,100,update_transition,9545,0.8610597016097408
no_opt,-ftree-no-vectorize,4,6,0,100,update_emission,9938,0.3076153197250824
no_opt,-ftree-no-vectorize,4,6,1,100,baum_welch,9789,0.24172956881392837
no_opt,-ftree-no-vectorize,4,6,1,100,forward_vars,9432,0.8026397580746377
no_opt,-ftree-no-vectorize,4,6,1,100,backward_vars,9082,0.7624411493086934
no_opt,-ftree-no-vectorize,4,6,1,100,update_initial,9078,0.21672334986761976
no_opt,-ftree-no-vectorize,4,6,1,100,update_transition,9039,0.8619639619012875
no_opt,-ftree-no-vectorize,4,6,1,100,update_emission,9333,0.20556595327173754
no_opt,-ftree-no-vectorize,4,8,0,100,baum_welch,9889,0.43981004296668214
no_opt,-ftree-no-vectorize,4,8,0,100,forward_vars,9790,0.021878852155782003
no_opt,-ftree-no-vectorize,4,8,0,100,backward_vars,9633,0.3674288038194147
no_opt,-ftree-no-vectorize,4,8,0,100,update_initial,9068,0.10522168030726065
no_opt,-ftree-no-vectorize,4,8,0,100,update_transition,9509,0.862912260041837
no_opt,-ftree-no-vectorize,4,8,0,100,update_emission,9926,0.8014838577315003
no_opt,-ftree-no-vectorize,4,8,1,100,baum_welch,9929,0.618195630491066
no_opt,-ftree-no-vectorize,4,8,1,100,forward_vars,9623,0.9935867416058671
no_opt,-ftree-no-vectorize,4,8,1,100,backward_vars,9753,0.21905633753634957
no_opt,-ftree-no-vectorize,4,8,1,100,update_initial,9936,0.8401811515371753
no_opt,-ftree-no-vectorize,4,8,1,100,update_transition,9627,0.9346532572190853
no_opt,-ftree-no-vectorize,4,8,1,100,update_emission,9703,0.571445663609667
